"u","j378","j395","j410","j430","g","j515","r","j660","i","j861","z","GCs"
22.328,22.524,21.192,20.986,20.677,19.903,19.81,18.655,18.457,18.234,18.048,17.98,"0"
17.773,17.724,17.486,16.756,16.62,16.072,15.869,15.371,15.285,15.135,15.057,15.013,"0"
18.235,17.918,17.829,17.268,17.235,16.821,16.639,16.281,16.274,16.144,16.141,16.083,"0"
19.587,19.687,19.786,20.22,20.532,19.936,19.9,19.349,19.081,19.194,19.175,19.316,"0"
19.014,18.95,18.643,17.994,17.919,17.449,17.303,16.86,16.764,16.611,16.555,16.505,"0"
17.155,16.947,16.837,16.394,16.363,16.083,15.933,15.683,15.674,15.593,15.601,15.56,"0"
16.928,16.754,16.612,16.055,16.007,15.654,15.481,15.155,15.106,15.003,14.989,14.937,"0"
21.05,21.748,21.107,20.36,20.781,20.393,20.315,20.076,19.843,19.839,19.775,19.867,"0"
20.942,20.702,21.006,19.722,19.503,18.998,18.867,18.168,18.043,17.847,17.749,17.707,"0"
17.028,16.751,16.499,15.951,15.849,15.305,15.203,14.708,14.599,14.56,14.46,14.327,"0"
20.153,19.749,19.526,18.924,18.735,18.332,18.211,17.795,17.71,17.597,17.538,17.532,"0"
21.694,22.86,21.614,21.787,21.503,20.415,20.162,19.07,18.51,17.424,16.872,16.64,"0"
19.572,21.92,23.141,20.238,19.992,19.032,18.963,17.7,17.448,17.148,16.944,16.847,"0"
20.911,20.613,20.536,19.573,19.087,18.324,18.223,17.141,16.931,16.64,16.454,16.39,"0"
18.453,18.505,18.206,17.146,16.833,16.002,15.905,14.883,14.678,14.414,14.256,14.18,"0"
21.768,20.527,20.314,19.561,19.563,18.991,18.753,18.286,18.202,18.056,17.98,17.955,"0"
20.236,20.59,19.96,19.362,18.882,17.87,17.767,16.564,16.346,16.051,15.863,15.774,"0"
18.078,17.759,17.653,16.829,16.763,16.218,16.001,15.479,15.394,15.217,15.136,15.076,"0"
20.908,19.919,20.01,19.506,19.338,19.11,18.854,18.482,18.504,18.354,18.342,18.258,"0"
18.103,17.846,17.735,17.14,17.157,16.731,16.569,16.214,16.168,16.046,16.042,15.997,"0"
20.52,20.097,19.817,19.078,19.04,18.417,18.17,17.648,17.573,17.384,17.313,17.262,"0"
19.718,19.496,19.442,18.519,18.514,17.987,17.836,17.342,17.268,17.126,17.111,17.043,"0"
22.94,20.719,21.563,20.377,20.385,19.711,19.545,18.809,18.684,18.503,18.39,18.333,"0"
17.24,17.098,16.995,16.305,16.223,15.797,15.619,15.199,15.121,14.98,14.933,14.892,"0"
20.491,23.401,21.303,21.207,24.224,21.165,20.202,20.208,20.029,19.947,19.801,19.758,"0"
20.824,21.355,21.348,21.011,20.602,20.146,20.086,18.854,18.544,17.932,17.635,17.504,"0"
19.55,19.433,19.167,18.293,18.006,17.026,16.921,15.744,15.501,15.139,14.929,14.85,"0"
18.929,18.854,18.708,17.749,17.544,16.954,16.822,16.121,16.02,15.848,15.772,15.7,"0"
20.305,21.732,21.095,21.887,22.601,21.938,20.884,20.91,20.738,21.125,20.107,20.539,"0"
21.304,20.707,21.867,21.691,23.264,21.404,21.599,21.034,21.142,20.663,21.394,21.182,"0"
18.685,18.567,18.343,17.758,17.734,17.352,17.188,16.854,16.791,16.695,16.69,16.631,"0"
19.549,19.376,19.022,18.067,17.839,17.192,17.067,16.239,16.133,15.933,15.812,15.775,"0"
20.067,21.099,21.115,20.532,20.789,20.232,20.186,19.993,19.938,19.829,19.697,19.967,"0"
21.062,20.62,21.238,20.461,20.523,19.292,19.158,17.887,17.595,17.14,16.855,16.735,"0"
21.342,20.106,19.557,18.909,18.894,17.65,17.381,16.325,15.897,15.021,14.559,14.395,"0"
21.277,21.18,23.325,21.271,21.419,20.511,20.596,19.828,19.901,19.627,19.307,19.504,"0"
19.94,19.417,19.583,19.015,18.97,18.682,18.6,18.279,18.248,18.131,18.091,18.062,"0"
22.218,21.568,20.523,20.973,20.998,20.973,20.824,20.529,20.277,20.376,20.492,19.977,"0"
20.506,21.023,20.615,20.956,21.001,20.014,19.714,19.405,19.277,18.915,18.872,18.851,"0"
21.488,20.237,20.113,19.792,19.833,19.391,19.143,18.79,18.717,18.548,18.499,18.456,"0"
19.43,19.307,19.072,18.746,18.609,18.173,17.994,17.553,17.459,17.315,17.312,17.24,"0"
22.192,23.308,21.42,21.911,21.902,21.727,21.151,20.968,20.594,20.881,20.278,20.278,"0"
16.064,15.812,15.537,14.781,14.574,13.92,13.711,13.041,12.886,12.663,12.527,12.473,"0"
15.498,14.946,14.565,14.224,14.198,14.087,14,13.982,14.075,14.061,14.138,14.114,"0"
17.727,17.496,17.292,16.632,16.516,16.091,15.913,15.521,15.452,15.361,15.339,15.291,"0"
13.702,13.428,13.381,12.879,12.851,12.645,12.387,12.436,12.134,12.128,12.039,12.165,"0"
21.16,22.069,20.627,19.861,20.492,19.471,19.343,18.821,18.716,18.622,18.639,18.534,"0"
23.018,20.936,21.61,21.015,21.908,20.61,20.75,20.48,20.749,20.234,19.965,20.542,"0"
20.859,20.349,20.351,19.221,19.162,18.009,17.87,16.648,16.328,15.887,15.606,15.506,"0"
20.294,20.058,19.937,18.899,18.791,17.699,17.508,16.382,15.997,15.347,14.96,14.866,"0"
18.059,17.856,17.779,17.378,17.322,17.017,16.811,16.525,16.488,16.362,16.307,16.285,"0"
19.393,19.228,19.085,18.622,18.72,18.31,18.137,17.806,17.805,17.644,17.626,17.595,"0"
15.843,15.397,15.117,14.743,14.721,14.591,14.497,14.427,14.497,14.468,14.542,14.515,"0"
16.874,16.85,16.564,15.741,15.616,15.077,14.915,14.396,14.313,14.182,14.147,14.091,"0"
19.117,19.173,18.747,17.971,17.751,17.181,17.026,16.42,16.338,16.19,16.136,16.066,"0"
20.879,22.802,21.517,21.099,20.85,19.568,19.257,18.137,17.672,16.83,16.384,16.253,"0"
23.844,22.696,23.838,22.207,21.566,20.982,21.029,20.035,19.549,19.172,18.978,18.832,"0"
19.889,22.349,20.362,19.836,19.694,18.731,18.632,17.666,17.5,17.266,17.13,17.049,"0"
21.909,21.939,20.561,20.626,20.129,20.153,20.199,19.598,19.486,19.261,19.157,19.266,"0"
17.161,17.016,16.876,16.132,16.043,15.535,15.324,14.865,14.782,14.628,14.566,14.525,"0"
20.645,21.543,22.838,22.066,22.06,21.827,21.366,20.626,20.241,19.295,18.825,18.63,"0"
17.447,17.358,17.121,16.435,16.367,15.899,15.694,15.293,15.247,15.11,15.062,15.031,"0"
21.056,20.883,20.87,20.237,19.852,19.323,19.188,18.552,18.397,18.318,18.251,18.172,"0"
16.67,16.552,16.298,15.581,15.499,15.018,14.826,14.403,14.347,14.224,14.197,14.152,"0"
17.19,16.987,16.907,16.27,16.23,15.804,15.62,15.247,15.188,15.07,15.028,15.001,"0"
18.325,17.974,17.893,17.38,17.309,16.973,16.817,16.467,16.421,16.299,16.25,16.224,"0"
17.115,16.902,16.787,16.162,16.136,15.743,15.574,15.226,15.164,15.048,15.028,14.994,"0"
20.389,19.872,19.571,19.459,19.321,19.141,18.893,18.7,18.67,18.58,18.55,18.498,"0"
22.737,22.057,22.095,22.215,22.691,21.751,20.918,20.847,21.74,20.746,20.603,20.466,"0"
20.256,20.357,20.796,19.24,19.116,18.57,18.413,17.621,17.451,17.283,17.201,17.142,"0"
16.121,15.849,15.74,15.265,15.206,14.955,14.799,14.577,14.545,14.474,14.471,14.453,"0"
21.72,20.866,20.643,20.129,21.249,19.832,19.552,19.335,19.214,19.04,19.116,19.097,"0"
23.109,24.759,22.024,20.492,20.646,19.937,19.821,19.24,19.053,18.967,18.711,18.716,"0"
17.88,17.783,17.469,16.831,16.703,16.195,16.027,15.555,15.471,15.352,15.301,15.255,"0"
19.97,20.04,19.83,19.483,19.227,18.756,18.587,17.73,17.453,16.955,16.669,16.579,"0"
23.044,20.691,21.013,20.687,20.784,20.308,20.041,19.799,19.807,19.643,19.548,19.438,"0"
18.176,18.107,17.7,16.912,16.674,16.053,15.88,15.266,15.159,15.017,14.954,14.903,"0"
21.149,22.49,22.737,23.695,21.156,21.53,22.091,19.943,19.618,18.851,18.382,18.288,"0"
22.186,21.319,22.825,20.272,20.948,19.991,19.91,19.313,19.1,19.03,18.96,18.861,"0"
17.077,17.077,16.709,15.897,15.742,15.159,14.99,14.416,14.335,14.192,14.143,14.096,"0"
16.461,16.171,16.092,15.606,15.569,15.267,15.098,14.819,14.79,14.686,14.667,14.641,"0"
19.696,19.788,19.566,18.656,18.627,18.008,17.808,17.277,17.216,17.086,17.019,16.983,"0"
20.689,23.517,20.925,20.629,21.542,19.665,19.485,18.344,17.93,17.178,16.78,16.625,"0"
17.819,17.629,17.559,16.891,16.842,16.429,16.249,15.864,15.817,15.677,15.64,15.587,"0"
16.845,16.647,16.492,15.838,15.763,15.373,15.19,14.83,14.8,14.689,14.682,14.632,"0"
17.941,17.907,17.569,16.915,16.83,16.361,16.188,15.752,15.689,15.561,15.536,15.484,"0"
20.261,21.968,20.55,21.133,20.519,20.319,20.751,19.967,19.863,19.772,19.824,19.72,"0"
15.514,15.18,15.05,14.615,14.567,14.287,14.133,13.875,13.865,13.771,13.763,13.736,"0"
14.96,14.795,14.612,13.977,13.905,13.509,13.338,13.029,12.955,12.859,12.856,12.815,"0"
20.795,21.426,20.923,20.052,20.065,19.279,19.008,18.367,18.29,18.103,18.025,17.954,"0"
20.581,22.43,21.383,20.415,19.882,18.976,18.824,17.556,17.314,16.939,16.701,16.614,"0"
21.062,22.168,20.897,20.961,20.859,20.682,20.789,20.635,20.849,20.825,20.596,20.508,"0"
17.499,17.317,17.187,16.58,16.528,16.146,15.961,15.65,15.606,15.489,15.464,15.431,"0"
18.747,18.702,18.409,17.744,17.736,17.232,17.049,16.623,16.557,16.419,16.394,16.346,"0"
19.186,20.211,19.475,18.669,18.331,17.609,17.527,16.531,16.363,16.145,16.013,15.95,"0"
20.664,21.85,21.054,20.782,20.684,21.139,21.009,20.699,20.373,20.723,20.339,20.156,"0"
20.953,21.808,21.831,22.003,22.172,21.209,21.524,20.1,20.041,19.587,19.442,19.255,"0"
17.617,17.488,17.194,16.313,16.13,15.53,15.384,14.74,14.652,14.479,14.408,14.356,"0"
15.512,15.34,15.173,14.493,14.419,13.989,13.811,13.435,13.38,13.278,13.266,13.223,"0"
17.77,17.492,17.417,16.907,16.84,16.519,16.346,16.053,16.028,15.921,15.91,15.871,"0"
18.91,18.573,18.425,17.906,17.879,17.432,17.239,16.905,16.827,16.677,16.622,16.595,"0"
21.673,20.362,20.84,21.094,20.859,20.671,20.966,20.544,20.353,20.382,20.822,20.909,"0"
22.109,23.245,22.391,23.072,21.468,21.267,20.91,20.729,20.433,20.22,20.335,20.141,"0"
20.791,21.437,22.58,22.419,20.491,20.576,20.438,19.65,19.67,19.519,19.455,19.348,"0"
21.189,22.574,23.893,21.699,21.133,19.643,19.432,18.281,17.863,17.263,16.872,16.766,"0"
21.714,20.735,22.145,20.662,20.403,19.492,19.335,18.466,18.316,18.112,18.024,17.905,"0"
18.178,18.145,17.959,17.22,17.085,16.599,16.446,16.013,15.932,15.822,15.78,15.756,"0"
18.92,18.682,18.347,17.45,17.182,16.514,16.394,15.642,15.527,15.373,15.292,15.24,"0"
22.519,20.481,20.68,20.651,20.962,20.663,20.13,20.274,20.202,19.986,19.827,19.922,"0"
17.239,17.038,16.836,16.154,16.08,15.623,15.444,15.047,14.979,14.871,14.858,14.811,"0"
18.672,18.385,18.293,17.956,17.845,17.701,17.539,17.324,17.278,17.186,17.158,17.155,"0"
17.158,16.956,16.827,16.189,16.139,15.723,15.54,15.174,15.127,15.007,14.976,14.943,"0"
20.464,21.782,22.257,24.135,21.653,21.374,20.562,19.829,19.611,19.001,18.681,18.578,"0"
19.177,18.883,18.541,17.537,17.192,16.368,16.298,15.283,15.131,14.913,14.799,14.723,"0"
20.8,22.155,22.818,20.544,20.599,19.588,19.605,18.478,18.312,18.055,17.853,17.794,"0"
21.395,21.609,23.205,21.028,20.954,19.654,19.25,18.288,17.848,17.308,16.951,16.794,"0"
19.411,19.5,19.379,18.724,18.65,18.245,18.025,17.616,17.541,17.438,17.371,17.363,"0"
20.503,20.723,20.633,19.706,19.641,19.327,19.021,18.531,18.437,18.166,18.05,18.102,"0"
17.594,17.322,17.291,16.695,16.652,16.306,16.135,15.829,15.817,15.711,15.709,15.68,"0"
19.527,19.039,18.984,18.199,18.091,17.602,17.418,16.862,16.8,16.641,16.588,16.517,"0"
19.541,19.401,19.095,18.773,18.943,18.522,18.443,18.258,18.227,18.171,18.13,18.199,"0"
21.058,22.646,22.842,20.028,20.374,19.346,19.282,18.146,17.928,17.574,17.368,17.3,"0"
19.222,19.176,19.244,18.58,18.594,18.316,18.171,17.864,17.815,17.723,17.749,17.639,"0"
21.779,22.823,22.185,20.829,20.22,19.872,19.665,18.692,18.499,18.267,18.152,18.117,"0"
21.636,20.856,20.47,19.524,19.234,18.155,17.938,16.857,16.476,15.828,15.472,15.353,"0"
19.945,19.815,19.562,18.697,18.426,17.505,17.371,16.206,15.933,15.501,15.243,15.147,"0"
20.218,19.619,19.579,18.523,18.281,17.552,17.501,16.513,16.339,16.113,15.959,15.906,"0"
19.592,19.85,19.757,19.449,19.188,19.19,18.965,18.682,18.771,18.548,18.505,18.447,"0"
19.874,21.081,20.927,20.905,20.457,20.391,20.208,19.822,19.841,19.676,19.957,19.431,"0"
20.839,20.625,20.886,20.193,20.528,20.463,20.196,19.961,19.859,19.981,20.042,19.809,"0"
16.049,15.861,15.766,15.166,15.144,14.731,14.559,14.214,14.179,14.065,14.037,13.992,"0"
19.347,18.882,18.671,17.755,17.548,17.146,16.992,16.377,16.275,16.101,16.04,15.975,"0"
22.065,20.836,20.576,19.846,19.363,18.594,18.524,17.431,17.26,16.984,16.821,16.751,"0"
19.278,19.181,19.231,18.693,18.523,18.222,18.054,17.731,17.683,17.542,17.565,17.508,"0"
21.704,20.103,19.829,19.644,19.197,19.091,18.936,18.637,18.574,18.517,18.482,18.42,"0"
19.578,19.207,19.134,18.751,18.741,18.373,18.192,17.972,17.949,17.839,17.797,17.777,"0"
19.726,19.158,18.938,18.486,18.411,17.956,17.768,17.387,17.318,17.197,17.189,17.131,"0"
18.931,18.565,18.255,17.491,17.317,16.761,16.606,16.058,15.985,15.852,15.81,15.738,"0"
20.073,19.598,19.391,18.397,18.13,17.137,17.013,15.822,15.532,15.103,14.852,14.763,"0"
21.743,21.168,23.754,20.732,20.489,19.494,19.38,18.209,17.813,17.24,16.904,16.804,"0"
20.654,20.872,22.225,20.199,20.074,19.125,18.933,17.794,17.553,17.211,17.013,16.914,"0"
17.12,17.068,16.793,16.093,15.979,15.493,15.341,14.86,14.775,14.653,14.605,14.558,"0"
19.486,19.294,19.045,18.116,17.898,17.262,17.099,16.382,16.251,16.065,15.958,15.893,"0"
20.621,20.952,20.519,21.099,20.321,20.582,20.383,20.119,19.936,20.115,19.864,19.977,"0"
19.84,19.425,19.242,18.153,17.859,17.021,16.946,15.949,15.775,15.549,15.421,15.361,"0"
18.97,18.739,18.505,17.996,17.868,17.608,17.458,17.124,17.053,16.89,16.918,16.854,"0"
20.942,23.189,22.085,20.877,20.522,20.968,21.149,20.71,20.594,20.741,20.756,20.691,"0"
18.766,18.754,18.461,17.78,17.682,17.202,17.022,16.578,16.463,16.335,16.271,16.24,"0"
21.14,21.881,22.063,23.087,21.748,21.087,22.471,19.979,19.854,19.507,19.197,19.191,"0"
20.329,19.656,19.679,19.101,18.935,18.917,18.843,18.616,18.576,18.432,18.39,18.425,"0"
20.357,21.922,21.776,21.323,20.202,20.141,19.964,19.084,18.996,18.674,18.509,18.403,"0"
21.875,21.707,21.703,22.782,21.978,20.18,20.016,18.826,18.452,17.962,17.656,17.535,"0"
19.926,19.667,19.801,19.91,19.917,19.968,20.09,20.33,20.278,20.629,20.993,21.104,"0"
17.84,17.515,17.406,16.885,16.812,16.478,16.318,16.04,16.018,15.933,15.952,15.908,"0"
19.748,19.672,19.94,18.6,18.652,18.105,17.913,17.36,17.256,17.103,16.999,16.948,"0"
23.154,20.753,20.109,19.717,19.412,18.582,18.554,17.428,17.195,16.939,16.781,16.691,"0"
23.534,21.641,22.557,22.517,23.088,21.739,20.845,21.089,21.257,21.159,21.937,20.514,"0"
20.967,21.318,21.18,20.724,20.993,21.112,21.054,20.506,20.393,20.722,20.851,20.165,"0"
18.453,18.429,18.244,17.342,17.224,16.634,16.472,15.877,15.799,15.648,15.574,15.535,"0"
21.801,21.204,22.73,20.499,20.217,19.924,19.863,19.573,19.406,19.369,19.5,19.041,"0"
20.86,21.332,21.321,21.103,21.035,20.552,20.502,20.042,20.016,19.743,19.797,19.704,"0"
19.185,19.337,19.281,18.624,18.448,17.92,17.754,17.214,17.134,16.993,16.923,16.89,"0"
19.593,19.799,19.587,19.29,19.283,19.006,18.839,18.59,18.614,18.462,18.356,18.347,"0"
19.656,19.639,19.847,19.279,19.115,18.828,18.619,18.245,18.203,18.08,18.026,17.964,"0"
21.236,21.042,21.694,20.721,20.629,19.188,19.003,17.835,17.412,16.724,16.341,16.203,"0"
18.925,19.081,18.656,17.704,17.546,16.919,16.806,16.06,15.936,15.774,15.678,15.626,"0"
20.64,19.871,19.528,18.977,18.644,18.073,17.915,17.155,17.05,16.865,16.788,16.691,"0"
16.191,15.954,15.864,15.24,15.2,14.83,14.655,14.337,14.315,14.199,14.2,14.16,"0"
19.599,20.359,20.208,19.727,19.981,19.421,19.316,18.804,18.759,18.585,18.578,18.471,"0"
20.291,20.805,20.805,19.394,19.134,18.261,18.234,16.98,16.759,16.413,16.195,16.136,"0"
21.161,20.759,20.833,20.661,20.879,19.82,19.652,19.294,19.24,19.1,19.067,18.929,"0"
19.203,19.027,18.789,17.883,17.681,17.078,16.928,16.241,16.152,15.978,15.906,15.859,"0"
17.047,16.816,16.684,16.259,16.184,15.859,15.69,15.443,15.419,15.33,15.336,15.304,"0"
13.75,13.458,13.376,12.895,12.841,12.636,12.399,12.381,12.121,12.101,12.027,12.14,"0"
24.647,21.439,21.463,22.446,22.412,20.53,20.221,19.037,18.565,17.676,17.199,17.05,"0"
19.959,19.871,19.675,18.569,18.304,17.646,17.607,16.649,16.505,16.294,16.162,16.103,"0"
18.173,17.701,17.489,17.199,17.077,16.853,16.677,16.423,16.389,16.269,16.239,16.217,"0"
21.131,21.102,21.386,19.928,19.76,19.158,19.108,18.375,18.299,18.063,17.931,17.869,"0"
21.076,22.18,22.051,21.142,21.006,21.705,21.368,21.27,20.836,21.046,20.514,20.645,"0"
22.511,20.948,22.087,21.868,21.654,22.238,21.396,20.263,19.92,19.173,18.762,18.635,"0"
20.895,20.255,20.164,19.324,19.236,18.806,18.603,18.073,18.046,17.854,17.786,17.769,"0"
18.538,18.601,18.414,17.655,17.592,17.127,16.965,16.52,16.457,16.335,16.308,16.261,"0"
19.487,18.821,18.79,18.029,17.85,17.361,17.086,16.641,16.534,16.323,16.233,16.179,"0"
20.811,23.56,21.073,20.588,20.267,19.487,19.278,18.166,17.822,17.121,16.756,16.628,"0"
17.327,17.211,17.092,16.392,16.314,15.886,15.711,15.34,15.278,15.182,15.179,15.125,"0"
20.793,20.865,20.103,19.92,19.812,18.611,18.376,17.197,16.843,16.217,15.871,15.759,"0"
19.838,19.577,19.628,19.224,19.165,18.97,18.737,18.701,18.615,18.514,18.567,18.503,"0"
23.843,21.092,21.234,20.922,20.964,19.857,19.422,18.854,18.846,18.491,18.341,18.282,"0"
20.19,19.721,19.767,19.362,19.174,19.143,18.862,18.655,18.672,18.503,18.606,18.471,"0"
18.035,17.83,17.53,16.859,16.713,16.245,16.055,15.642,15.57,15.477,15.447,15.422,"0"
19.83,20.114,19.653,19.424,19.271,19.156,19.025,18.851,18.836,18.767,18.798,18.754,"0"
20.974,22.448,22.625,21.398,22.41,20.491,20.568,19.199,19.101,18.641,18.404,18.402,"0"
14.921,14.815,14.688,14.064,14.027,13.618,13.456,13.18,13.078,12.979,12.969,12.939,"0"
18.906,18.869,18.603,17.534,17.282,16.447,16.367,15.265,15.075,14.768,14.578,14.513,"0"
24.151,21.518,21.585,21.75,20.383,20.14,19.38,18.655,18.122,17.263,16.809,16.642,"0"
21.446,20.979,21.25,20.283,19.827,19.391,19.24,18.57,18.452,18.322,18.192,18.166,"0"
19.429,19.436,19.314,18.255,18.099,17.428,17.293,16.533,16.421,16.227,16.147,16.082,"0"
21.23,21.705,23.655,21.427,20.247,19.719,19.718,18.403,18.15,17.84,17.608,17.528,"0"
21.921,21.495,22.251,20.782,19.893,19.317,19.119,18.085,17.859,17.584,17.419,17.337,"0"
19.532,19.527,19.37,18.612,18.568,18.148,18.018,17.56,17.479,17.345,17.313,17.278,"0"
21.112,20.715,19.902,19.478,19.38,19.074,18.807,18.541,18.466,18.278,18.263,18.295,"0"
18.365,18.242,17.921,17.169,17.074,16.458,16.316,15.72,15.638,15.477,15.413,15.355,"0"
20.432,22.597,21.648,23.585,22.372,20.808,21.314,19.916,19.524,19.066,18.857,18.794,"0"
20.246,20.762,20.561,19.61,19.707,18.92,18.826,18.199,18.109,17.972,17.846,17.834,"0"
20.694,21.69,22.094,22.642,20.895,20.584,20.74,19.484,19.048,18.121,17.616,17.497,"0"
21.623,20.388,20.356,19.694,19.697,18.945,18.743,18.093,18.006,17.796,17.665,17.659,"0"
18.094,17.95,17.709,16.739,16.537,15.886,15.745,15.023,14.93,14.748,14.66,14.61,"0"
18.049,17.829,17.696,17.205,17.163,16.85,16.691,16.403,16.371,16.244,16.224,16.193,"0"
20.712,22.366,20.747,19.773,19.566,18.864,18.66,17.438,17.203,16.793,16.55,16.466,"0"
19.477,18.816,18.633,18.325,18.361,18.088,17.905,17.668,17.668,17.564,17.559,17.536,"0"
18.599,18.277,18.092,17.714,17.624,17.352,17.156,16.946,16.908,16.814,16.805,16.796,"0"
19.747,20.335,20.021,18.939,18.72,18.232,18.099,17.417,17.282,17.099,17.062,16.953,"0"
16.827,16.608,16.461,15.859,15.804,15.401,15.206,14.84,14.802,14.672,14.629,14.6,"0"
20.606,21.973,21.114,20.414,20.3,19.329,19.183,18.032,17.764,17.41,17.181,17.103,"0"
20.728,19.925,19.693,19.757,19.457,19.579,19.274,19.04,18.98,18.51,18.565,18.578,"0"
18.535,18.539,18.288,17.704,17.704,17.219,17.046,16.678,16.62,16.517,16.489,16.456,"0"
19.78,20.298,20.114,19.103,18.846,18.142,18.026,17.092,16.941,16.658,16.498,16.432,"0"
16.749,16.67,16.34,15.677,15.529,15.066,14.883,14.441,14.397,14.294,14.274,14.231,"0"
20.309,19.693,19.685,19.211,18.933,19.026,18.835,18.541,18.467,18.344,18.232,18.359,"0"
22.5,20.125,19.679,18.948,18.853,17.847,17.744,16.56,16.319,15.937,15.696,15.622,"0"
17.227,16.938,16.871,16.341,16.3,15.994,15.823,15.577,15.556,15.453,15.477,15.443,"0"
16.661,16.527,16.372,15.707,15.65,15.204,15.029,14.657,14.601,14.494,14.477,14.434,"0"
20.102,20.26,19.776,19.398,19.354,18.979,18.746,18.433,18.382,18.259,18.299,18.241,"0"
20.061,20.09,19.676,18.734,18.397,17.534,17.465,16.516,16.364,16.144,16.018,15.953,"0"
21.06,21.282,21.835,20.913,20.223,20.11,19.781,19.087,18.941,18.792,18.629,18.514,"0"
21.783,22.545,21.488,22.505,21.597,21.14,20.666,21.084,20.663,20.686,20.227,21.181,"0"
16.1,15.91,15.821,15.24,15.176,14.796,14.618,14.279,14.24,14.122,14.087,14.052,"0"
21.895,22.674,20.662,20.976,20.332,19.82,19.699,18.897,18.782,18.616,18.559,18.399,"0"
20.927,19.946,19.914,19.054,18.629,17.704,17.641,16.385,16.123,15.72,15.475,15.388,"0"
21.985,21.314,21.036,19.955,19.589,19.113,19.032,18.147,17.976,17.755,17.616,17.531,"0"
20.197,20.284,20.314,19.853,19.759,19.413,19.26,19.005,18.995,18.701,18.925,18.856,"0"
19.478,19.357,19.086,18.488,18.451,18.052,17.87,17.536,17.518,17.399,17.345,17.342,"0"
14.998,14.732,14.648,14.099,14.039,13.698,13.537,13.226,13.188,13.091,13.081,13.044,"0"
19.649,20.864,20.358,19.531,19.357,19.066,18.884,18.46,18.374,18.269,18.229,18.249,"0"
20.893,21.686,22.782,21.074,22.876,21.936,22.646,20.956,20.482,20.382,19.848,19.855,"0"
20.383,23.032,21.151,21.559,20.994,20.066,20.203,18.722,18.344,17.717,17.304,17.21,"0"
20.316,22.32,21.556,21.143,20.509,19.646,19.321,18.256,17.842,17.152,16.727,16.612,"0"
20.561,19.899,19.971,19.736,19.496,19.503,19.228,19.044,19.074,18.845,18.994,18.981,"0"
19.271,19.395,19.399,18.294,18.113,17.522,17.397,16.732,16.616,16.434,16.346,16.303,"0"
20.039,20.113,19.318,18.554,18.367,17.275,17.092,15.956,15.565,14.952,14.619,14.498,"0"
16.98,16.818,16.661,16.035,15.951,15.533,15.376,14.971,14.898,14.784,14.748,14.704,"0"
17.348,17.165,16.967,16.294,16.234,15.771,15.58,15.19,15.142,15.027,14.998,14.961,"0"
21.396,20.336,20.124,20.141,20.405,20.051,19.751,19.669,19.679,19.492,19.375,19.509,"0"
18.549,18.287,18.134,17.517,17.458,17.072,16.884,16.501,16.445,16.294,16.29,16.221,"0"
20.612,20.698,20.693,19.973,20.635,20.037,19.865,19.695,19.618,19.429,19.419,19.647,"0"
18.073,17.811,17.667,17.165,17.138,16.819,16.642,16.358,16.338,16.223,16.211,16.182,"0"
22.898,22.286,23.273,20.761,22.448,20.461,20.125,19.608,19.566,19.339,19.438,19.242,"0"
20.652,22.118,21.657,21.584,21.712,20.53,20.685,19.252,19.093,18.845,18.669,18.377,"0"
17.025,16.8,16.728,16.181,16.132,15.763,15.611,15.267,15.236,15.123,15.092,15.06,"0"
17.309,17.121,17.009,16.382,16.33,15.894,15.717,15.302,15.235,15.063,15.001,14.965,"0"
19.696,19.573,19.518,18.579,18.427,17.878,17.686,17.151,17.08,16.908,16.797,16.764,"0"
20.126,20.63,20.536,19.63,19.311,18.336,18.24,17.118,16.89,16.508,16.25,16.189,"0"
